,Longitude,Latitude,Month,Season,DayofWeek,Workday,Hour,PRECIPITATION,MIN_TEMPERATURE,Target
31,-114.03808191574808,50.9261764642512,9,Summer,5,Weekday,16,0,-3.3,0
1300,-114.1184862,50.9412981,1,Winter,4,Weekday,6,0,-14.6,1
1158,-114.21308379675764,51.034319403101,8,Summer,2,Weekday,19,0,14.3,0
923,-113.9469448,51.05166189,12,Winter,6,Weekend,13,1,-7.9,1
67,-113.9817599777003,51.08639736032787,9,Summer,6,Weekend,5,0,9.6,1
611,-114.15249709597353,51.09435164809358,1,Winter,0,Weekday,14,0,12.6,0
453,-114.16231473613358,51.05247661102635,2,Winter,1,Weekday,15,0,-18.1,0
1465,-113.95001878079132,51.13257993932858,9,Summer,3,Weekday,4,0,7.7,0
873,-113.93403045142249,51.11118825754283,9,Summer,6,Weekend,17,1,-3.4,0
1265,-114.14410162475825,51.144356929721276,9,Winter,6,Weekend,20,0,8.4,0
400,-114.0717123,51.00132867,6,Summer,3,Weekday,18,0,2.3,1
1294,-114.0627427,51.05030063,2,Winter,1,Weekday,9,0,1.0,1
225,-114.07171230737964,51.00132867483862,12,Winter,0,Weekday,18,0,-31.7,1
1114,-114.0680349,51.04475028,12,Winter,1,Weekday,13,0,-12.5,1
1355,-113.9644147501367,51.050605064971634,12,Winter,0,Weekday,14,0,5.0,0
438,-114.17381905394771,51.1799147406831,3,Winter,2,Weekday,16,1,-3.2,0
381,-114.14746239301755,51.07883135403902,8,Summer,1,Weekday,17,0,8.7,0
827,-113.9585039,51.0716745,7,Summer,1,Weekday,16,0,11.9,1
191,-114.00037032732972,51.02419084191001,1,Winter,1,Weekday,18,0,-5.5,1
1357,-113.9620939,51.16543278,10,Summer,1,Weekday,9,1,-3.1,1
616,-114.19283154773981,51.02650593839054,10,Summer,5,Weekday,16,0,12.5,0
15,-114.0359867739295,51.106235299219826,8,Winter,0,Weekday,15,0,4.8,0
388,-114.19241928703485,51.085650042227186,9,Summer,6,Weekend,23,1,9.6,0
1435,-114.09471,51.03782418,6,Summer,6,Weekend,18,0,8.5,1
129,-114.09931142314325,51.03903636211401,9,Summer,4,Weekday,13,1,-9.6,0
362,-114.11484239697812,50.967366604950634,10,Summer,2,Weekday,17,0,13.4,0
530,-114.19158051052239,51.172441615172396,9,Summer,6,Weekend,0,1,7.5,0
16,-114.08123855993364,51.04606028715875,11,Winter,3,Weekday,15,0,-6.8,1
408,-114.05848984505882,50.90747236863629,9,Winter,6,Weekday,12,1,-3.6,0
76,-114.14141197370309,51.03742585943351,9,Summer,2,Weekday,16,0,10.0,1
267,-114.08982552989728,51.0673520808208,10,Summer,4,Weekday,22,1,1.1,1
88,-114.07147706768744,51.04673828720123,9,Summer,5,Weekday,23,0,16.3,1
44,-114.10215496268482,51.16971258613574,6,Summer,4,Weekday,23,1,10.9,0
1316,-113.93416436005542,51.0464228890559,5,Summer,1,Weekday,14,0,7.7,0
994,-114.0653227,51.05227812,10,Summer,4,Weekday,13,0,-2.3,1
853,-114.2642417629292,51.10568503719286,2,Winter,5,Weekday,16,0,8.7,0
517,-114.070141,51.03385806,11,Winter,2,Weekday,14,0,-10.3,1
905,-113.99185353910045,50.91329277235847,9,Summer,6,Weekend,5,0,11.2,0
985,-114.0672296,50.90576627,10,Summer,5,Weekday,0,0,-6.7,1
66,-113.97020449603733,50.89229089509421,8,Winter,1,Weekday,17,1,-8.4,0
215,-114.05799148774666,51.04479318628188,1,Winter,2,Weekday,19,0,-13.2,1
740,-114.0628822,51.11058786,12,Winter,3,Weekday,15,0,-6.1,1
654,-114.0834181,51.02707178,6,Summer,4,Weekday,13,1,13.0,1
675,-114.03513311233421,50.989523284260294,8,Summer,1,Weekend,19,0,10.3,0
1343,-114.0941661913932,50.9886676937077,6,Summer,6,Weekend,2,1,8.7,0
278,-114.10236320215843,51.1437221681769,9,Summer,1,Weekday,21,0,-4.1,0
1501,-113.9582702,51.099594,12,Winter,0,Weekday,14,0,-3.2,1
516,-113.91804426954776,50.98825802881715,12,Winter,0,Weekday,15,0,-7.0,0
97,-114.05550763576368,51.04723618327994,8,Summer,5,Weekday,19,0,10.0,1
1441,-113.96715142317387,50.98382814313862,10,Summer,0,Weekday,20,0,13.7,0
1461,-114.24511737068762,51.13389809486755,10,Summer,2,Weekday,21,1,12.4,0
1279,-114.13726337388857,51.06334352824845,6,Summer,1,Weekday,17,0,12.1,0
883,-114.0510513,51.04107881,3,Winter,6,Weekend,16,0,-20.0,1
1405,-114.0606369,51.04454076,8,Summer,3,Weekday,15,0,7.8,1
824,-114.18645089207627,51.11048734012184,2,Winter,2,Weekday,18,0,-1.2,0
894,-113.93385372903404,51.137574451297375,5,Winter,5,Weekday,22,1,15.9,0
165,-114.04448902038926,50.96866482026579,8,Summer,0,Weekday,18,0,16.1,0
292,-114.07644798683118,50.90269430278059,10,Summer,2,Weekday,16,1,3.7,1
7,-114.23993244152537,51.09430436510115,10,Summer,1,Weekday,18,1,12.0,0
569,-113.96427693300396,50.869883340340195,2,Winter,5,Weekday,21,0,-14.7,0
463,-114.0704277,50.99609262,2,Winter,5,Weekday,15,0,-5.3,1
33,-114.17441906870286,51.05284997187082,6,Winter,4,Weekday,18,0,6.1,0
227,-114.03943130964191,50.90718297305745,11,Summer,2,Weekday,19,0,2.0,0
629,-114.04831,51.0673349,7,Summer,4,Weekday,13,1,15.1,1
1045,-114.0022643,50.99189149,3,Winter,4,Weekday,15,0,-3.8,1
329,-114.01763844831753,50.96606581888702,10,Summer,3,Weekday,17,0,-4.5,0
1222,-113.97618613841078,51.10236316957227,4,Summer,2,Weekday,22,1,3.1,0
609,-114.06065099801562,51.03784212297467,5,Summer,2,Weekday,11,1,7.0,0
1208,-114.0141202,51.14337255,7,Summer,5,Weekday,15,0,7.4,1
160,-114.06437482204912,50.96499542789055,4,Winter,5,Weekday,15,0,0.3,1
861,-114.0701292,50.89811069,5,Winter,1,Weekday,4,1,5.0,1
1101,-113.962551393713,51.02421961393169,1,Winter,5,Weekday,15,0,-1.6,0
1254,-114.13326121331565,50.95425532706871,4,Summer,5,Weekday,19,1,2.9,0
1037,-114.1968295231638,51.0174053627767,5,Summer,6,Weekend,8,1,3.3,0
914,-114.1363894,51.040139,1,Winter,3,Weekday,13,1,-11.7,1
1176,-113.94889966533685,50.86971330384841,4,Summer,6,Weekend,21,0,11.3,0
963,-114.12536632452698,51.1826182633165,7,Summer,6,Weekend,8,1,11.3,0
967,-114.08457778036049,50.976040792864104,2,Winter,0,Weekday,19,1,4.7,0
1199,-114.0806395,51.05777449,8,Summer,3,Weekday,20,1,12.0,1
500,-114.23406779155644,51.14281623104456,2,Winter,2,Weekday,15,0,-9.7,0
328,-114.08585703600173,50.9934606065344,10,Winter,6,Weekend,1,1,7.3,0
172,-113.9643525037991,51.03552481456424,2,Winter,6,Weekend,20,0,-15.7,1
19,-114.11213600881977,51.13886687895097,7,Winter,2,Weekday,11,1,12.6,0
935,-114.1984405,51.12895341,12,Winter,0,Weekday,17,1,-8.5,1
1408,-114.0885779,51.05141454,7,Summer,0,Weekday,18,1,5.4,1
1419,-114.05665679051796,51.07422312425423,3,Winter,1,Weekday,12,1,-4.3,0
262,-114.04117920345526,51.16643939649007,10,Summer,0,Weekday,23,0,13.0,0
625,-114.05751201298803,51.17174230531602,9,Summer,5,Weekend,6,1,14.2,0
669,-114.109116,50.97217198,4,Winter,2,Weekday,19,0,-6.6,1
538,-114.00941664307072,50.918072466689246,9,Summer,3,Weekday,9,0,-16.6,0
1483,-114.01166379948913,51.07816662188449,1,Winter,4,Weekday,21,0,-10.2,0
666,-113.9419935549724,51.16009438285474,2,Winter,4,Weekday,14,1,4.3,0
296,-113.98865042537804,51.077864603244734,10,Summer,0,Weekday,14,0,5.7,1
1208,-113.9593374794401,50.91092961833248,4,Winter,3,Weekday,15,0,4.3,0
386,-113.95801053386752,50.926773553886285,6,Summer,2,Weekday,12,0,7.9,0
1035,-114.1363810327247,51.15212635812483,9,Summer,6,Weekend,8,0,16.4,0
696,-114.010582,50.96292452,2,Winter,0,Weekday,13,0,-10.4,1
668,-114.0509935,51.05467724,4,Winter,1,Weekday,14,0,-6.8,1
1382,-114.07086824949566,50.871866723549786,11,Winter,1,Weekday,19,1,1.1,0
93,-114.0554682825369,51.04795951559701,8,Summer,1,Weekday,22,0,9.6,1
497,-114.07014648607822,51.13140278272052,2,Summer,1,Weekend,16,0,5.9,0
1231,-113.9355577,51.08158341,6,Summer,1,Weekday,10,0,2.8,1
747,-114.0679692,51.04567258,11,Winter,3,Weekday,19,0,-6.4,1
725,-113.9781472828067,50.9135877108181,9,Winter,4,Weekday,15,1,-7.2,0
1191,-114.0714817,51.03881473,8,Summer,0,Weekday,7,1,5.1,1
1235,-114.1263802,50.99767787,5,Winter,3,Weekday,8,1,5.8,1
690,-114.0812275,51.05353516,2,Winter,4,Weekday,9,0,-29.8,1
1019,-114.02567756819671,51.06144316092184,3,Summer,0,Weekday,15,0,-4.3,0
1353,-113.9636752,51.08176858,10,Summer,6,Weekend,20,0,-2.2,1
383,-114.13736669130667,51.148703050075596,10,Summer,1,Weekday,17,0,14.9,0
1078,-114.08949121178263,50.989717500524414,9,Summer,6,Weekend,0,1,5.7,0
200,-114.15280810868806,51.01248629797112,1,Winter,0,Weekday,13,1,-10.2,1
513,-114.03653811777538,50.938245002039544,1,Winter,6,Weekend,19,0,12.0,0
1291,-114.09471,51.03782418,2,Winter,2,Weekday,15,0,-24.1,1
601,-114.0358725,51.03975802,8,Summer,1,Weekday,16,1,7.9,1
501,-114.0586757,50.96399381,12,Winter,6,Weekend,15,0,-9.3,1
836,-113.95085421207725,50.9233803830761,8,Summer,6,Weekend,0,1,3.1,0
1204,-114.0960372,51.06701776,8,Summer,3,Weekday,21,1,12.4,1
1375,-114.04430238935981,51.0681537026934,11,Summer,6,Weekend,19,1,9.8,0
60,-114.07388293554796,51.04583916640303,9,Summer,4,Weekday,8,0,3.0,1
767,-114.0714604,51.10721658,10,Summer,2,Weekday,8,1,-0.2,1
1301,-113.9642426,50.88531611,1,Winter,1,Weekday,6,0,-10.6,1
1000,-113.9315481,51.08323281,9,Summer,1,Weekday,19,0,3.9,1
1262,-114.0624337,51.08874046,4,Winter,1,Weekday,11,0,-15.9,1
973,-114.04301166775,51.09315482804107,9,Summer,1,Weekday,20,0,10.0,0
403,-114.07454647601107,50.96488156910865,2,Winter,2,Weekday,10,0,-6.2,0
799,-113.94097051387511,50.91478940519076,12,Winter,1,Weekday,8,1,10.2,0
382,-113.9816834099847,51.0377485637501,7,Summer,5,Weekday,15,1,10.3,1
1063,-114.17441339051636,51.02634218945598,1,Winter,4,Weekday,17,1,10.8,0
713,-113.94899332446448,50.91254899824669,5,Winter,3,Weekday,15,0,-3.0,0
58,-114.09468551044054,51.02014007920376,9,Summer,6,Weekend,19,0,7.0,1
798,-114.10352458373576,50.920253100790724,9,Summer,4,Weekday,21,0,2.2,0
713,-114.0404382,50.97927692,1,Winter,2,Weekday,21,0,-7.6,1
1241,-114.1005048,50.97229792,5,Winter,3,Weekday,17,1,6.1,1
532,-113.93260656753662,51.05430168019924,9,Summer,6,Weekend,21,0,8.9,0
1266,-114.0811175,51.04796215,3,Winter,3,Weekday,1,0,-8.6,1
448,-114.1481192806057,51.16813526051803,10,Summer,0,Weekday,14,0,-2.5,0
184,-113.9355648173432,51.06279532213527,2,Winter,1,Weekday,8,0,-3.4,1
845,-114.12666406867166,51.00163740080207,9,Summer,1,Weekday,20,0,7.2,0
864,-114.1180063,50.99716944,5,Winter,6,Weekend,23,0,5.0,1
49,-114.01000648359661,50.98737352644761,9,Summer,0,Weekday,23,0,-0.2,0
1182,-114.1171836,50.91088741,9,Summer,2,Weekday,21,0,0.7,1
958,-113.91192393727198,50.92784045810676,11,Summer,3,Weekday,17,1,10.6,0
1421,-114.0822388,51.05433679,7,Summer,6,Weekend,2,1,9.7,1
1329,-114.0580424,51.04637499,11,Winter,5,Weekday,20,0,-1.7,1
427,-114.04127135771186,50.9390269020156,10,Summer,6,Weekend,5,0,15.8,0
1052,-113.9469118908063,51.15786135853066,1,Summer,2,Weekday,18,1,-11.2,0
132,-114.18571068611472,51.117788471328836,2,Winter,5,Weekday,20,0,1.0,0
1462,-114.21976448030013,51.04360004750294,3,Summer,6,Weekend,19,1,6.8,0
622,-113.97653971165747,50.98817770441183,8,Summer,6,Weekend,15,1,15.5,0
476,-114.1016376,51.04439957,2,Winter,6,Weekend,18,0,-3.6,1
971,-113.97168815193771,51.07064035903657,1,Winter,3,Weekday,2,0,-4.1,0
1044,-114.07658588672602,51.12333012294314,11,Summer,4,Weekday,18,0,13.0,0
663,-114.20578507564258,51.01062895424241,6,Winter,2,Weekday,14,1,-5.4,0
534,-114.1179069,51.03781099,11,Winter,4,Weekday,9,0,-0.4,1
909,-114.06684408390106,51.17131381867679,10,Winter,5,Weekday,22,1,8.4,0
1498,-114.0599418,50.97951019,2,Winter,1,Weekday,9,0,-5.7,1
754,-114.0714767,51.10265136,11,Winter,6,Weekend,14,0,-11.9,1
793,-114.0668503,50.90402792,9,Summer,6,Weekend,10,0,7.6,1
801,-114.17102899493612,51.128700533180705,9,Winter,5,Weekday,4,0,-0.7,0
1284,-113.9392094,51.12955966,3,Winter,0,Weekday,6,1,-25.2,1
1004,-114.2050012,51.12511242,9,Summer,4,Weekday,20,0,6.5,1
1368,-113.972002,51.07063364,9,Summer,4,Weekday,0,1,1.4,1
1459,-114.13566718574315,51.13884302485589,9,Summer,6,Weekend,14,0,9.7,0
727,-113.94583870334576,51.105315357196424,10,Summer,0,Weekday,17,0,-13.1,0
968,-114.0813739,51.06688757,10,Summer,3,Weekday,12,0,-3.5,1
1142,-114.12823692137886,50.938678085053084,10,Summer,1,Weekday,19,0,4.2,0
1503,-114.1094459,51.0239865,12,Winter,4,Weekday,14,1,-25.4,1
811,-114.04734007715471,50.98632835119001,2,Winter,0,Weekday,11,0,-1.9,0
1128,-114.0947422,51.0860997,11,Winter,5,Weekday,23,1,-16.7,1
984,-114.0364438,50.87702506,10,Summer,5,Weekday,8,0,-6.7,1
568,-114.0426025674941,50.897902023711396,12,Winter,5,Weekday,14,0,-9.0,0
484,-113.9654037,51.11056054,1,Winter,1,Weekday,6,0,-6.9,1
74,-113.93626065075047,50.97596642984919,2,Winter,2,Weekday,11,0,-2.3,0
695,-114.0813999,51.05364894,2,Winter,1,Weekday,11,1,-13.6,1
1172,-114.18773013819371,51.11303870902029,4,Summer,0,Weekend,21,0,6.0,0
612,-114.06424007500183,51.13096467298678,8,Summer,2,Weekday,17,0,16.0,0
1257,-114.1994418,51.06695899,4,Winter,1,Weekday,16,0,-4.3,1
1084,-114.11112321724518,50.9745331387663,9,Winter,4,Weekday,15,1,5.9,0
1455,-114.15547114228201,51.18160045940172,6,Winter,2,Weekday,14,1,-1.5,0
299,-113.94685770564384,51.121401272788326,9,Summer,4,Weekday,17,0,8.4,1
30,-114.1688810844705,51.02839631116983,2,Winter,0,Weekday,7,0,-14.9,0
571,-113.94951748354298,51.10888443617988,8,Summer,2,Weekday,18,0,14.5,0
1036,-114.0771542,51.12731457,3,Winter,4,Weekday,11,0,-4.2,1
154,-113.95413441105617,51.05741143374219,9,Winter,0,Weekday,15,0,5.9,0
310,-114.06196380917196,51.01593942378618,9,Summer,6,Weekend,22,0,1.9,1
1215,-114.19247797870906,51.12841429738284,6,Summer,6,Weekend,14,0,-8.8,0
106,-114.04105762373672,51.03238221262709,10,Summer,1,Weekday,14,0,15.2,0
1479,-113.92209759341647,50.89734121731495,6,Summer,1,Weekday,12,0,11.1,0
444,-113.96210910147222,50.91334176013793,11,Summer,5,Weekday,14,1,7.1,0
1507,-114.0764393,51.00246343,12,Winter,2,Weekday,18,0,-25.2,1
1392,-114.07419383519361,51.15927920314248,9,Winter,3,Weekday,8,1,5.9,0
146,-114.09124513036276,51.044114537034105,5,Winter,3,Weekday,17,0,8.7,1
267,-114.00218756026865,50.95230428873163,8,Summer,6,Weekend,12,1,9.4,0
1165,-114.060367,51.04831937,10,Summer,3,Weekday,14,0,-6.5,1
826,-113.92090410707333,51.15357677716977,10,Summer,0,Weekday,19,0,-4.0,0
1110,-114.0738049,50.91297574,12,Winter,4,Weekday,9,1,-17.6,1
1130,-114.0679558,50.97956828,11,Winter,3,Weekday,18,0,-3.2,1
293,-113.95309958358337,51.03910290731767,7,Winter,6,Weekend,14,0,-12.0,0
709,-114.16830878555137,51.14537339948055,12,Winter,3,Weekday,14,0,-10.3,0
1016,-113.9743795,51.03772067,6,Summer,2,Weekday,17,0,5.4,1
447,-114.0658427,51.04149429,3,Winter,4,Weekday,23,0,-6.6,1
368,-114.242409434888,51.1176094099967,12,Winter,4,Weekday,15,1,2.1,0
1423,-114.0174055,50.93565164,6,Summer,2,Weekday,16,1,6.6,1
51,-114.07643015338034,51.019834375356865,10,Summer,6,Weekend,11,1,-6.1,0
414,-114.1341685,51.08142368,5,Winter,4,Weekday,17,1,1.8,1
481,-113.9584596,51.09959703,1,Winter,5,Weekday,20,0,-4.8,1
548,-114.002576,51.06923458,10,Summer,5,Weekday,6,1,1.0,1
605,-113.98535962877918,50.910492308241544,6,Summer,3,Weekday,18,0,14.3,0
1110,-113.98130466658479,51.06716471188164,3,Winter,1,Weekday,17,1,-20.0,0
708,-114.0812447,51.04608968,1,Winter,2,Weekday,18,0,-2.7,1
1011,-113.97461230809544,50.90494256888049,10,Summer,4,Weekday,22,0,12.1,0
1381,-113.975407,51.09229548,9,Summer,0,Weekday,11,0,5.7,1
42,-114.05121785162555,51.17288466554675,2,Winter,5,Weekday,16,0,7.1,0
539,-114.1184862,50.94129809,10,Summer,5,Weekday,14,0,-7.3,1
693,-113.9585151,51.03794167,2,Winter,5,Weekday,13,1,-24.3,1
337,-114.17784380586565,51.03930729187327,10,Summer,4,Weekday,23,1,7.5,0
872,-114.0657282,51.0424612,5,Winter,2,Weekday,13,0,0.1,1
806,-114.09389402086803,50.91633624072473,6,Winter,0,Weekday,16,0,-5.9,0
1326,-114.138607,51.01380105,11,Winter,0,Weekday,15,0,-4.6,1
1246,-114.0687207,50.97224965,4,Winter,0,Weekday,13,1,1.6,1
90,-114.09769924226677,51.021152129420585,12,Summer,6,Weekend,2,1,13.5,0
1369,-114.0736784,51.04869551,9,Summer,3,Weekday,14,1,2.7,1
905,-114.0600118,51.00138202,1,Winter,4,Weekday,11,0,-27.5,1
1316,-113.958757,51.04517544,12,Winter,4,Weekday,13,1,-5.5,1
164,-114.06764646483003,50.99764501007855,3,Winter,1,Weekday,10,0,-8.8,1
98,-114.09475636672506,51.05111932845585,8,Summer,5,Weekday,9,0,10.0,1
1047,-114.08211100075492,50.93881445265263,8,Winter,2,Weekday,17,1,-17.3,0
609,-114.1118857,51.030424,8,Summer,3,Weekday,12,0,11.1,1
171,-114.1705536223872,51.01716376277265,3,Winter,3,Weekday,12,0,-20.6,1
1389,-113.9699965,51.04516322,9,Summer,1,Weekday,13,0,5.3,1
1488,-114.07259286268399,51.02009993866483,7,Winter,6,Weekend,3,1,10.3,0
986,-114.04202330652271,50.97095481281413,2,Summer,1,Weekday,18,1,-20.8,0
454,-114.1354798,51.02414449,3,Winter,1,Weekday,16,0,-1.2,1
270,-114.08152367940654,51.0419401824926,10,Summer,1,Weekday,19,0,2.1,1
1373,-114.0946887,51.03323583,9,Summer,3,Weekday,9,1,1.4,1
1155,-114.074012,51.04363076,10,Summer,2,Weekday,15,0,1.6,1
1224,-114.0788977,51.00781791,6,Summer,4,Weekday,7,1,9.6,1
1186,-114.0646013,51.01575514,9,Summer,5,Weekday,1,1,6.5,1
801,-114.1207794,51.0378094,9,Summer,2,Weekday,8,0,4.5,1
665,-114.09895359820774,51.09062928379071,4,Winter,6,Weekend,6,1,5.6,0
1031,-113.9814758,50.91645854,4,Winter,4,Weekday,16,1,-1.5,1
563,-114.17830146584112,51.114514503227745,8,Summer,4,Weekday,17,0,4.4,0
18,-114.07891435327667,51.06698993970699,11,Winter,4,Weekday,18,0,-3.3,1
286,-114.01426901513452,50.926489185290706,10,Summer,0,Weekday,16,0,17.1,0
380,-114.08602067287318,51.00375336487897,7,Summer,3,Weekday,13,1,11.2,1
1277,-114.05915588874412,50.96867123481671,12,Winter,1,Weekday,17,0,-12.5,0
156,-114.12799303897687,50.96622134680589,9,Summer,0,Weekday,9,0,11.3,0
163,-113.950422832634,50.91151454820129,9,Summer,6,Weekday,13,0,13.1,0
252,-114.15802847069394,51.10729822136635,10,Summer,4,Weekday,15,0,15.5,0
517,-113.9894775,51.03761664884483,10,Summer,1,Weekday,15,0,9.8,0
318,-114.03245775360814,50.93129026354276,10,Summer,1,Weekday,15,1,2.2,0
589,-114.03751352584428,50.9477994,9,Summer,1,Weekday,13,0,16.4,0
676,-114.13258489919833,51.09398270257476,12,Winter,4,Weekday,14,1,-15.3,0
342,-114.08622727812983,51.07232447883587,2,Winter,5,Weekday,15,0,-6.5,0
153,-113.95850372591498,51.07631641855944,4,Winter,3,Weekday,22,1,0.7,1
710,-114.0888346,51.05710349,1,Winter,2,Weekday,7,0,-2.7,1
1195,-114.0990635,50.90532026,8,Summer,1,Weekday,21,1,8.0,1
1296,-114.16780810976518,51.17502210859816,11,Winter,4,Weekday,11,1,-29.0,0
1031,-113.95703485631871,50.88633639569806,2,Summer,6,Weekend,6,1,8.8,0
715,-114.08844598212742,50.92298406105347,11,Summer,4,Weekday,18,1,6.7,0
282,-114.09476432037032,51.06228428094906,10,Summer,3,Weekday,20,0,-1.8,1
308,-114.17742673383765,51.05504177023366,3,Winter,1,Weekday,21,0,-4.4,0
1330,-114.05547484084912,51.01759967861363,5,Summer,6,Weekend,0,1,6.5,0
1045,-114.2097669366877,51.02337325122401,3,Winter,2,Weekday,17,0,-8.2,0
349,-114.0716999829813,50.97225109621091,8,Summer,2,Weekday,11,0,11.7,1
327,-113.98154224152184,51.08548802109606,9,Summer,0,Weekday,13,0,10.5,1
1302,-114.01666433613426,50.88974203070907,11,Winter,2,Weekday,19,0,0.0,0
408,-113.944695,50.91660828,5,Winter,0,Weekday,15,0,5.5,1
1228,-114.0655699,51.0446805,6,Summer,3,Weekday,23,0,7.7,1
1481,-114.0631611,51.04332428,3,Winter,0,Weekday,10,0,-6.3,1
559,-114.11492793070173,51.058188969770164,3,Winter,5,Weekday,23,1,-13.2,0
724,-114.18449780462524,51.046033057125015,2,Summer,4,Weekday,22,0,12.7,0
1439,-114.13694732615284,50.96453834525459,8,Summer,1,Weekday,16,0,10.8,0
590,-114.0499084,51.05324735,8,Summer,0,Weekday,16,1,6.4,1
339,-114.0778359413385,51.04184416903852,8,Summer,5,Weekday,3,1,10.5,1
241,-114.06809219367301,51.09606398986307,6,Winter,4,Weekday,9,0,-0.6,0
971,-114.0803502,50.94785677,10,Summer,1,Weekday,7,1,-18.6,1
694,-114.1414022,51.09602616,2,Winter,1,Weekday,15,1,-13.6,1
1438,-114.20513636795546,51.141904280470655,10,Winter,3,Weekday,14,0,3.8,0
239,-114.02500155755507,50.98897346601147,9,Summer,0,Weekday,4,0,1.6,0
615,-113.96924782157112,50.919194382445326,7,Summer,0,Weekday,16,0,-2.2,0
1495,-114.141015,51.00670595,2,Winter,2,Weekday,23,0,-2.6,1
1157,-114.02797672679577,51.077261939619284,10,Summer,5,Weekday,23,0,9.7,0
1235,-113.95330654905412,51.12591873148242,3,Summer,4,Weekday,19,1,-14.4,0
939,-114.23665736768656,51.14315792290897,11,Winter,4,Weekday,16,0,5.3,0
316,-113.94690844472034,51.16099340455262,9,Summer,2,Weekday,22,0,-0.4,1
1296,-114.0960372,51.06701776,2,Winter,0,Weekday,14,0,-22.0,1
914,-114.03806459558358,50.99819629798568,3,Summer,6,Weekend,8,1,11.3,0
148,-114.06290147836711,51.09930413149845,11,Winter,0,Weekday,9,0,-7.9,0
1268,-114.0812386,51.0460602,3,Winter,2,Weekday,21,1,-3.9,1
1297,-114.0847949,50.96064928,2,Winter,4,Weekday,18,0,-21.5,1
318,-114.07357506393,51.04963437510529,9,Summer,2,Weekday,6,0,-0.4,1
558,-114.0538729,51.09635465,10,Summer,4,Weekday,9,0,-3.9,1
238,-114.06849973161968,51.03783123950965,12,Winter,0,Weekday,16,1,-19.5,1
985,-114.07028482381564,51.16673281334877,3,Winter,1,Weekday,19,0,-3.3,0
257,-114.11364403093927,50.93356965589398,4,Summer,4,Weekday,17,0,2.0,0
189,-114.1474760515116,51.10332841515034,1,Winter,4,Weekday,8,1,-13.5,1
490,-113.9492108,50.88389111,1,Winter,3,Weekday,8,0,-2.3,1
233,-113.95829436494651,50.897801038029804,8,Summer,1,Weekday,22,1,5.5,0
1485,-114.19538186968673,51.142832187459824,9,Summer,6,Weekend,0,1,10.9,0
343,-114.15467360696273,51.10078245451301,9,Summer,6,Weekend,18,1,3.1,0
253,-114.21140146660044,51.0597027821948,11,Winter,0,Weekday,12,0,-6.7,1
1477,-114.1383301898709,51.03899520590153,10,Summer,0,Weekend,18,1,15.8,0
916,-114.062464,51.09603511,1,Winter,2,Weekday,5,0,-5.3,1
542,-114.0628429,51.12512634,10,Summer,4,Weekday,14,1,-1.6,1
236,-114.0888425815445,51.04309704168677,12,Winter,2,Weekday,15,0,-22.5,1
732,-113.9582977398898,50.94135786589948,11,Winter,0,Weekday,18,0,-6.8,0
110,-114.05760304318179,51.05621304895716,12,Winter,3,Weekday,18,0,2.6,0
306,-113.9573215474036,51.11512882441194,10,Summer,6,Weekend,3,1,14.1,0
1207,-114.12596004656221,51.06116618902844,1,Summer,5,Weekday,8,1,-0.1,0
694,-114.04722544434314,51.03164727977036,4,Winter,4,Weekday,20,1,-18.2,0
803,-113.95795476291423,51.154284613219076,10,Summer,3,Weekday,23,0,3.5,0
1248,-114.18028106057758,51.0113649829505,4,Winter,4,Weekday,17,1,8.6,0
733,-114.09641707509502,50.9072440909111,11,Winter,3,Weekday,14,0,-12.5,0
855,-114.0716929,50.97590718,5,Winter,4,Weekday,17,0,6.4,1
1059,-114.1295463,51.03780505,1,Winter,1,Weekday,18,0,-15.0,1
124,-113.95722903434852,50.886695959271115,6,Winter,1,Weekday,21,0,3.7,0
1088,-114.17627512009331,51.142669115457835,8,Summer,6,Weekend,15,1,13.3,0
821,-114.09048911716269,51.18023126252709,1,Winter,0,Weekday,14,0,-8.9,0
780,-114.14348166357617,51.04785667846674,2,Winter,1,Weekday,18,0,3.6,0
1304,-113.9700142,51.03629125,1,Winter,5,Weekday,10,0,-6.8,1
393,-114.16670142271936,51.05384873782762,6,Summer,6,Weekend,12,1,1.9,0
170,-114.05562167192724,50.89413033496314,3,Winter,4,Weekday,6,0,1.1,0
1127,-113.932920679243,51.0797814297827,3,Winter,6,Weekday,16,0,-23.9,0
495,-113.9473003,51.13260225,12,Winter,2,Weekday,22,0,-12.2,1
455,-114.1648051,51.07312847,3,Winter,4,Weekday,19,1,-10.9,1
972,-114.16336766860368,50.91495907780121,4,Winter,0,Weekday,15,1,10.9,0
1086,-114.0624275,51.09610336,1,Winter,1,Weekday,0,1,-12.2,1
273,-113.94634313043284,51.13252512118308,9,Summer,3,Weekday,23,0,10.9,0
427,-114.0746513,50.98599695,4,Winter,1,Weekday,18,1,3.6,1
564,-114.0678977,51.00871868,10,Summer,4,Weekday,5,0,4.9,1
375,-114.1387069767418,51.1070173389921,8,Summer,2,Weekend,0,1,10.4,0
1420,-113.96420824261817,50.87193577556408,2,Winter,6,Weekend,13,1,11.6,0
483,-113.94510959665551,51.164113506728654,11,Summer,6,Weekend,0,0,6.3,0
1090,-114.03726530157967,50.89725105345379,6,Summer,5,Weekday,14,0,4.8,0
884,-114.0087261,51.06591088,3,Winter,5,Weekday,23,1,-15.4,1
