,Longitude,Latitude,Month,Season,DayofWeek,Workday,Hour,PRECIPITATION,MIN_TEMPERATURE,Target
969,-113.9672008,51.11712106,10,Summer,2,Weekday,8,0,-12.9,1
1490,-113.9819635,51.08496552,2,Winter,0,Weekday,20,0,-7.5,1
1220,-114.18787840517135,51.138698650060846,4,Winter,5,Weekday,16,0,-22.1,0
714,-114.02691554248946,50.862693962734,11,Summer,4,Weekday,11,0,3.9,0
1261,-113.9829193,51.05213682,4,Winter,2,Weekday,8,0,-12.8,1
832,-113.96840314415326,51.05455410107349,2,Winter,1,Weekday,15,0,-14.0,0
592,-113.95636310287273,50.86686632958397,9,Summer,1,Weekday,23,1,10.0,0
520,-114.0611214,51.03783263,11,Winter,6,Weekend,23,0,-10.0,1
1182,-114.03966532617417,51.03654010003392,7,Winter,6,Weekend,14,0,9.8,0
471,-114.07317383850491,50.990530800414604,2,Winter,2,Weekday,21,0,7.1,0
1345,-114.01910618943022,50.9342337794779,2,Winter,4,Weekday,15,1,1.2,0
923,-114.16589275334383,51.151659194165845,8,Summer,6,Weekend,3,0,-4.4,0
1312,-113.98125066531641,51.040922460975054,1,Summer,0,Weekday,13,1,3.2,0
1398,-114.0423932,50.9839673,8,Summer,5,Weekday,1,1,9.6,1
373,-114.1187953388351,50.92991559250046,2,Winter,2,Weekday,16,1,7.9,0
1423,-113.96567018465524,51.104486343179886,6,Winter,5,Weekday,11,1,9.1,0
606,-114.0610715,51.03851912,8,Summer,6,Weekend,8,1,11.4,1
964,-114.00842032293951,50.98794403485867,8,Summer,4,Weekday,20,1,4.7,0
1476,-114.0977859,51.05444807,4,Winter,5,Weekday,13,0,-0.2,1
1218,-114.18312239697521,51.128114066712506,5,Winter,1,Weekday,23,0,14.8,0
1106,-114.071482,51.03783053,12,Winter,4,Weekday,22,1,-6.5,1
297,-114.03973105780966,50.86622305108706,10,Winter,0,Weekday,17,0,-6.4,0
33,-114.09004531407548,51.03781770436828,10,Summer,4,Weekday,10,0,0.4,1
702,-114.09052022410265,51.14250333605324,7,Summer,3,Weekday,23,0,-3.9,0
633,-114.01097291805898,50.86086747648561,8,Summer,1,Weekday,19,0,12.2,0
242,-113.99839547177596,50.97904619072218,8,Summer,2,Weekday,18,0,14.8,0
448,-113.9918292,51.06919261,3,Winter,3,Weekday,16,0,-5.1,1
253,-114.20696519026087,51.08873613527841,10,Summer,1,Weekday,16,1,11.4,0
439,-114.00182486145123,51.06048211073458,1,Winter,6,Weekend,17,0,-8.0,0
43,-114.07575951455844,51.16529518446953,4,Winter,1,Weekday,0,0,1.9,0
648,-114.019804,50.96129373,6,Summer,6,Weekend,20,0,4.1,1
906,-114.0735751,51.04963438,1,Winter,2,Weekday,15,0,-33.2,1
1252,-114.0676448,51.00137767,4,Winter,4,Weekday,11,0,-1.1,1
1381,-113.96787191026208,50.95453066032272,5,Winter,6,Weekend,14,1,11.6,0
1023,-114.18445430222283,51.017755572746104,9,Summer,0,Weekday,20,0,10.8,0
653,-113.9698008,51.10556406,6,Summer,2,Weekday,9,1,4.4,1
63,-113.98664047867433,51.036047298110155,10,Summer,6,Weekend,21,0,10.3,0
748,-114.1949318448474,51.05742604190636,11,Summer,3,Weekday,21,1,-9.0,0
432,-114.1547819,51.10477952,4,Winter,6,Weekend,22,0,-6.1,1
545,-114.1890085,51.12546991,10,Summer,2,Weekday,19,0,-0.2,1
214,-114.1295463414311,51.037805047410686,1,Winter,3,Weekday,14,0,-16.8,1
1089,-113.93926885984578,51.07519245944675,2,Winter,5,Weekday,14,1,-23.8,0
920,-114.07113070482148,51.02548074182397,8,Summer,6,Weekday,16,0,14.7,0
1440,-114.09132354053644,51.15371423163121,5,Winter,1,Weekday,19,0,-5.7,0
1322,-114.08672289337544,51.130181551528594,5,Summer,2,Weekday,20,1,0.7,0
855,-114.17431287266038,51.03450802211345,2,Winter,1,Weekday,14,0,-1.3,0
588,-113.9350384,51.07254427,8,Summer,3,Weekday,14,1,5.2,1
182,-114.08556599030696,50.91575691635162,2,Winter,6,Weekend,6,1,7.0,0
390,-114.0581785,51.04447099,6,Summer,3,Weekday,10,0,7.9,1
380,-113.92870619713041,50.91602914379035,10,Winter,5,Weekday,13,1,1.0,0
919,-113.9937758,51.0820104,12,Winter,6,Weekend,13,0,-10.7,1
1500,-114.1994418,51.0669589,12,Winter,0,Weekday,18,0,-3.2,1
850,-114.16609985773412,51.132187003144615,9,Winter,6,Weekday,18,1,-1.8,0
175,-114.01429174529927,51.0080323921132,6,Summer,6,Weekend,17,1,12.6,0
354,-114.20913002704272,51.152107625601175,8,Summer,5,Weekday,16,0,12.6,1
61,-114.05086426232299,51.1148469858088,9,Summer,2,Weekday,19,0,12.4,0
483,-114.1411308,51.04517194,1,Winter,1,Weekday,8,0,-6.9,1
131,-114.12014210166927,50.946312644174505,10,Winter,1,Weekday,19,0,-7.9,0
746,-114.0922690232336,50.98560946858859,3,Winter,5,Weekday,9,0,10.9,0
1372,-114.08972563848923,50.90642714201959,4,Winter,1,Weekday,7,1,10.3,0
1356,-114.02601468647765,51.071564604887975,11,Summer,0,Weekday,4,1,6.3,0
1286,-114.0530619,51.04715668,2,Winter,2,Weekday,16,0,-11.4,1
639,-114.0820635,51.03513942,6,Summer,4,Weekday,8,0,6.0,1
10,-114.21256369034856,51.094081185757666,11,Summer,5,Weekday,23,0,10.0,0
1227,-114.0561676,51.06684262,6,Summer,4,Weekday,6,0,9.8,1
892,-113.9845935,50.99978445,2,Winter,5,Weekday,18,0,-9.6,1
461,-114.23244809023734,51.136874210911415,1,Winter,4,Weekday,14,1,10.9,0
73,-114.06375898118796,50.9795669580229,9,Summer,4,Weekday,8,0,2.9,1
1125,-114.1093248,51.00871261,11,Winter,1,Weekday,8,0,-1.5,1
526,-114.1055703,51.03783159,11,Winter,1,Weekday,1,1,-6.8,1
502,-114.14468404688328,51.09571575199931,3,Winter,5,Weekday,17,0,-0.9,0
921,-114.24052114296893,51.11520011459228,8,Summer,2,Weekday,19,1,-6.9,0
1375,-114.0743467,51.03889502,9,Summer,1,Weekday,10,0,-0.4,1
1103,-114.0632977,51.04142665,12,Winter,0,Weekday,13,0,-6.8,1
1077,-114.00911449245397,50.862087781060175,1,Winter,5,Weekday,8,0,-0.6,0
597,-114.11262813891646,51.05628256832489,8,Summer,0,Weekday,6,0,15.4,0
724,-113.9613118,51.07624807,12,Winter,6,Weekend,12,0,-3.9,1
226,-114.07169293968266,50.97590718011312,12,Winter,0,Weekday,16,0,-31.7,1
402,-114.0699068,51.00561332,6,Summer,3,Weekday,18,0,2.3,1
27,-114.18440998889443,51.02291924531898,9,Summer,6,Weekend,14,0,0.3,0
467,-113.95178606948943,50.866192005624015,6,Summer,6,Weekend,4,1,8.3,0
39,-114.0695920624884,50.99764188966256,10,Summer,5,Weekday,15,0,2.0,1
331,-114.1452256811529,51.09159811691033,10,Winter,3,Weekday,9,0,11.8,0
515,-114.02736945250007,51.17600396000297,11,Summer,2,Weekday,16,1,3.6,0
370,-114.06209168587031,51.1542603964978,9,Summer,1,Weekday,18,0,13.6,0
1160,-113.98167457501084,51.13928817160997,12,Winter,2,Weekday,17,0,-23.9,0
596,-114.03939059776715,50.8678713531941,4,Summer,1,Weekday,8,1,2.4,0
846,-114.14539275371719,51.02621615500495,1,Summer,4,Weekday,13,1,-3.5,0
1239,-113.9918292,51.06919261,5,Winter,1,Weekday,12,0,9.2,1
589,-114.0638469,51.08323991,8,Summer,2,Weekday,18,0,4.7,1
651,-114.0655699,51.04468049,6,Summer,3,Weekday,16,1,6.9,1
653,-114.11852902484894,50.96499689176636,5,Summer,3,Weekday,18,0,-5.8,0
1170,-114.07125103610981,51.16752252769149,3,Winter,4,Weekday,18,1,9.1,0
379,-113.9498096999245,51.139565696728276,8,Summer,4,Weekday,16,1,4.4,0
324,-114.07960945999852,50.96039328403716,10,Summer,6,Weekday,18,0,8.2,0
55,-113.99579447964592,51.03596096409076,9,Summer,2,Weekday,16,0,6.7,1
579,-114.08123207134236,51.0536739374262,7,Winter,5,Weekday,17,0,-3.9,0
1147,-113.94545415141822,51.110564913241504,5,Winter,2,Weekday,21,0,-8.9,0
1299,-113.97949470366326,51.01510517916163,9,Summer,6,Weekend,10,1,13.0,0
553,-113.9677512,51.11506843,10,Summer,2,Weekday,8,0,-1.7,1
543,-114.0946557746821,51.088771863852294,11,Summer,0,Weekday,11,0,10.1,0
1119,-114.12743664635771,50.91659565085488,7,Winter,2,Weekday,16,1,9.6,0
976,-113.96747401124743,51.04858173643696,2,Summer,6,Weekend,8,0,-10.7,0
443,-113.93776379338577,51.106758656172886,11,Winter,1,Weekday,21,0,-11.5,0
1274,-113.9404907,51.05964228,3,Winter,1,Weekday,10,0,-7.2,1
1352,-114.0449844,50.93665447,10,Summer,6,Weekend,21,0,-2.2,1
1122,-114.1411308,51.04517194,11,Winter,3,Weekday,15,0,-4.0,1
185,-114.06932145510282,51.142488425295525,2,Winter,5,Weekday,16,0,-4.5,1
715,-114.1062961,51.07054633,1,Winter,5,Weekday,14,1,-7.6,1
196,-114.07968309265897,51.074273124250176,10,Summer,2,Weekday,16,1,11.0,0
745,-113.9819635,51.08496552,11,Winter,0,Weekday,20,0,-3.7,1
1018,-114.1119017,51.0087055,6,Summer,0,Weekday,8,1,11.0,1
42,-114.07400937238891,51.04490783990566,10,Summer,3,Weekday,6,1,5.4,1
828,-114.0503355,51.05060185,7,Summer,1,Weekday,10,0,11.9,1
1338,-114.0761076,51.04876354,11,Winter,4,Weekday,13,1,-4.9,1
1286,-114.19625557534262,51.1259458459765,6,Winter,6,Weekend,10,0,12.9,0
1156,-114.00560625563722,51.174059290357036,9,Winter,4,Weekday,6,0,-11.9,0
944,-114.21003832313737,51.11219021716148,3,Summer,2,Weekday,14,0,1.2,0
238,-114.0380247241557,51.18342494087836,2,Summer,3,Weekday,22,0,8.9,0
1059,-114.05301568135158,50.97675866211776,11,Winter,3,Weekend,17,1,10.5,0
9,-114.10672084230156,50.89219010884984,9,Summer,1,Weekday,17,0,8.5,0
128,-114.0647541317767,50.90192679950959,7,Summer,1,Weekday,11,1,6.0,1
1399,-113.99046648976686,50.9064519976167,10,Summer,3,Weekday,12,0,11.4,0
897,-114.0581785,51.04447099,2,Winter,4,Weekday,14,1,-4.0,1
1411,-114.13049285665703,50.97152979878612,5,Summer,1,Weekday,14,0,-0.9,0
1213,-114.06624317611241,50.9826413176927,9,Summer,1,Weekday,11,1,-2.4,0
289,-114.07774640535196,51.05565397994664,10,Summer,6,Weekend,20,0,4.0,1
687,-114.0717425,50.99409384,2,Winter,3,Weekday,20,0,-17.8,1
1487,-114.0579758,51.04730627,2,Winter,4,Weekday,9,1,-11.4,1
1178,-114.0947035,51.05456837,9,Summer,1,Weekday,19,1,3.5,1
674,-114.0454049,50.90359008,3,Winter,2,Weekday,13,0,-4.0,1
239,-113.97721979956208,51.03627876471504,12,Winter,0,Weekday,7,1,-19.5,1
1128,-113.93791160210247,50.85324779918731,8,Summer,5,Weekend,21,0,4.3,0
1179,-114.19372176999782,51.12709603116548,11,Summer,2,Weekday,13,0,13.0,0
301,-113.95897062271648,51.08586838516288,9,Summer,3,Weekday,21,0,9.6,1
249,-114.0309156276978,51.02954069516319,11,Winter,2,Weekday,15,1,-1.7,1
1064,-113.91654706855127,50.908375016391226,9,Winter,6,Weekday,20,1,-26.0,0
1383,-113.9657561,51.0378294,9,Summer,6,Weekend,14,0,9.0,1
624,-113.98197505647472,50.9925642352244,4,Winter,1,Weekday,23,0,-2.5,0
1,-114.16100905869368,51.02172586237039,11,Winter,4,Weekday,17,0,-11.3,1
109,-114.02847848831362,51.098410929571344,1,Winter,0,Weekday,18,1,5.3,0
512,-114.0858796,51.05250045,12,Winter,2,Weekday,7,1,-0.6,1
941,-113.9672806816422,51.103728066847324,7,Summer,6,Weekday,7,0,14.6,0
874,-114.158888,51.06858563,4,Winter,3,Weekday,17,0,-6.1,1
1270,-114.0947425,51.04231471,3,Winter,6,Weekend,11,0,-10.1,1
121,-114.13164005626226,51.000417510152644,2,Winter,1,Weekday,17,1,3.3,0
557,-114.14076681401909,50.94186367584243,2,Winter,0,Weekday,7,0,-6.1,0
1198,-114.01195103051299,50.860347500823416,1,Winter,4,Weekday,16,0,3.1,0
688,-114.0813999,51.05364894,2,Winter,2,Weekday,7,1,-13.7,1
496,-113.99623039559711,50.95677864582684,8,Summer,2,Weekday,10,0,5.5,0
1155,-113.91191306380409,50.969469083313705,1,Summer,6,Weekend,12,1,11.3,0
565,-114.1518312,51.16802719,9,Summer,3,Weekday,21,0,3.9,1
1184,-114.0897977,51.07052753,9,Summer,0,Weekday,18,1,6.6,1
1096,-114.10891862776214,50.91209373928929,11,Winter,6,Weekend,15,0,10.7,0
274,-114.0569361159116,50.90448163682697,5,Summer,3,Weekday,21,0,11.4,0
1247,-114.1701295,51.03761233,4,Winter,6,Weekend,14,1,2.1,1
836,-113.9587168,50.92552013,7,Summer,3,Weekday,21,0,11.4,1
194,-114.0881903535254,50.979573885866714,3,Winter,2,Weekday,8,0,-12.7,0
1071,-113.9814724,51.05352884,1,Winter,0,Weekday,10,1,-8.3,1
420,-113.97679765757985,51.175441892491044,12,Summer,6,Weekend,21,1,12.6,0
437,-114.0735185,51.05057824,4,Winter,0,Weekday,17,0,0.9,1
1176,-113.9320976,51.1543092,9,Summer,3,Weekday,15,1,0.2,1
88,-114.15071969752996,51.07442460543993,10,Summer,6,Weekend,0,1,13.4,0
428,-114.0483437,51.04404468,4,Winter,5,Weekday,21,0,-2.4,1
571,-113.9589009,51.09145247,9,Summer,2,Weekday,17,0,10.8,1
1322,-114.0831421,50.99052353,12,Winter,5,Weekday,11,0,-10.3,1
918,-113.92356865697806,50.91776832274653,2,Winter,4,Weekday,16,0,-10.1,0
721,-114.0650927,51.00139943,12,Winter,3,Weekday,17,0,0.4,1
1484,-114.1035317431116,51.04909581853492,9,Summer,1,Weekday,3,0,14.1,0
670,-114.01559187695285,50.95723525696363,10,Summer,6,Weekend,10,0,11.8,0
680,-113.9442373012253,50.90761926079631,11,Summer,3,Weekday,13,0,13.8,0
411,-114.13079841874494,50.912193705726054,9,Summer,2,Weekday,19,1,-1.4,0
36,-114.0836442411902,51.16887122744895,9,Summer,1,Weekday,6,0,-7.9,0
574,-114.0688696,51.16690974,9,Summer,2,Weekday,19,1,4.0,1
314,-114.02462954203705,50.90260897564201,4,Winter,0,Weekday,10,0,0.9,0
990,-114.1603539,51.01942844,10,Summer,1,Weekday,21,1,-7.0,1
603,-113.9611089549369,51.136600972544116,11,Summer,3,Weekday,21,0,2.8,0
869,-113.9584548,51.01909201,5,Winter,1,Weekday,13,0,0.9,1
1164,-114.00536077462806,50.94798468078725,10,Summer,2,Weekday,16,1,-20.6,0
1017,-114.117924,51.05249121,6,Summer,1,Weekday,16,0,8.0,1
101,-114.07744696768415,51.04785010951562,8,Summer,6,Weekend,1,0,4.2,1
128,-113.96024298066685,50.93426214763277,8,Summer,6,Weekday,9,0,7.8,0
942,-114.0745298,51.03782827,12,Winter,1,Weekday,23,0,-4.7,1
183,-113.88287282517938,50.8974752298024,1,Summer,6,Weekend,21,0,0.6,0
469,-114.05095852624989,51.124325315227544,9,Summer,5,Weekday,15,1,-2.0,0
1280,-114.08209688562124,51.041959022732065,12,Summer,2,Weekday,23,0,12.6,0
1001,-113.9782741,50.95010873,9,Summer,1,Weekday,9,0,3.9,1
280,-114.1516804077857,51.03051281865607,10,Summer,1,Weekday,9,0,9.2,0
1331,-114.0650065,51.06157016,11,Winter,4,Weekday,14,0,-0.9,1
682,-114.02661233179997,51.07384577538705,1,Winter,4,Weekday,19,0,-6.1,0
248,-114.0946844508394,51.031445338696656,11,Winter,4,Weekday,11,0,-1.7,1
299,-114.06390255395266,51.18347475555296,2,Winter,4,Weekday,17,1,-5.5,0
209,-114.1721147543857,50.9213131,1,Winter,2,Weekday,18,1,-10.9,0
397,-114.13554755595058,51.02326028809986,11,Winter,1,Weekday,15,1,-1.7,0
800,-114.11766428172776,51.03549401775443,9,Summer,6,Weekday,10,0,13.6,0
1085,-114.0751332,50.9214025,1,Winter,1,Weekday,11,1,-12.2,1
1172,-114.0132979,51.05960462,9,Summer,4,Weekday,17,1,-0.4,1
776,-113.9623357353895,50.87422278431538,9,Summer,2,Weekday,17,0,0.9,0
1269,-114.0366856,50.87695792,3,Winter,0,Weekday,12,0,-5.7,1
1116,-114.0898355,51.06681961,11,Winter,2,Weekday,18,0,-2.5,1
781,-114.1180562,50.95418733,10,Summer,6,Weekend,21,0,8.5,1
346,-113.97986276508256,50.89053959636877,9,Summer,4,Weekday,23,0,0.0,0
77,-113.9259790734062,50.99790581709845,10,Summer,2,Weekday,17,0,5.6,0
1085,-113.9756458320157,50.899395512072125,9,Summer,2,Weekday,9,0,8.8,0
970,-113.9825099,50.93447081,10,Summer,1,Weekday,8,1,-18.6,1
1169,-114.1486526,51.07620932,9,Summer,0,Weekday,8,1,4.0,1
496,-114.0581785,51.04447099,12,Winter,2,Weekday,9,0,-12.2,1
54,-114.06981397331487,51.030541453303755,5,Summer,5,Weekday,13,1,-3.7,0
934,-113.9546267647819,51.109872397439936,8,Summer,4,Weekday,16,1,3.2,0
1347,-113.9589577,50.98510266,10,Summer,1,Weekday,7,1,-2.9,1
1174,-113.9814982,51.02694654,9,Summer,3,Weekday,22,1,0.2,1
1057,-114.05726333230055,51.151957040475004,11,Winter,3,Weekday,16,0,3.2,0
1454,-114.09471,51.03782418,5,Winter,3,Weekday,17,1,5.4,1
1157,-114.0854903,51.08885011,10,Summer,1,Weekday,17,0,-0.1,1
1028,-114.1096142,50.93769749,5,Winter,5,Weekday,23,1,-2.8,1
489,-114.1063502,51.06690536,1,Winter,0,Weekday,15,0,-11.3,1
59,-113.94469841192553,50.92120680574613,1,Summer,2,Weekday,15,1,-0.0,0
1340,-113.98761737041882,51.042449631729504,9,Summer,1,Weekday,18,0,5.5,0
492,-113.94678310726172,50.98088315329096,10,Summer,1,Weekday,19,0,7.4,0
1467,-114.1366475005271,51.12975004116499,11,Winter,3,Weekday,11,0,-13.6,0
736,-113.9473403,51.11068937,12,Winter,2,Weekday,18,1,-10.8,1
846,-114.1710476,51.01724898,6,Summer,5,Weekday,11,1,9.8,1
330,-113.96226163708543,51.15228551431793,9,Summer,4,Weekday,19,1,6.2,1
659,-114.0656616,51.04339518,5,Winter,5,Weekday,19,0,-2.0,1
838,-113.92565401220467,51.08085456690737,8,Summer,6,Weekend,0,1,11.9,0
643,-114.0715556,51.1103317,6,Summer,2,Weekday,21,0,10.2,1
640,-114.071482,51.03783053,6,Summer,3,Weekday,23,0,7.1,1
1159,-113.98802427420202,51.02440186556266,11,Winter,0,Weekday,14,0,5.0,0
1194,-113.9781019972818,50.950300366837446,9,Summer,3,Weekday,19,0,16.1,0
1127,-114.0543112,51.05886055,11,Winter,6,Weekend,12,1,-4.8,1
931,-114.0837663,51.04518209,12,Winter,1,Weekday,17,0,-13.5,1
1400,-114.0859755,50.95059162,8,Summer,1,Weekday,13,0,6.2,1
314,-114.14028853028896,51.10080388601629,9,Summer,3,Weekday,16,0,3.0,1
807,-114.12872529898797,51.0700108194768,6,Summer,6,Weekend,18,1,5.8,0
460,-114.0872515,51.05168532,2,Winter,0,Weekday,16,1,-24.7,1
545,-113.93166377680653,51.10370019678171,11,Summer,6,Weekend,17,0,14.1,0
68,-114.04129169568392,50.984645140145446,10,Summer,0,Weekday,19,0,13.0,0
813,-114.0964789219606,51.044264900413964,10,Summer,5,Weekend,9,0,10.2,0
854,-114.0678977,51.00871868,5,Winter,4,Weekday,18,0,6.4,1
19,-114.07401190080031,51.04363075650485,11,Winter,4,Weekday,13,0,-3.3,1
163,-114.08325946640085,50.99240771126742,3,Winter,4,Weekday,13,0,-7.3,1
874,-114.15889328140979,51.128792260585904,11,Winter,1,Weekday,10,1,-1.4,0
793,-114.08025580692517,50.97867503158541,8,Summer,2,Weekday,10,0,9.6,0
808,-114.0603002,51.04925982,8,Summer,4,Weekday,14,0,8.5,1
1105,-113.9925116,51.07660483,12,Winter,5,Weekday,11,0,-8.0,1
598,-114.0649965,51.06699914,8,Summer,4,Weekday,22,1,9.5,1
1118,-114.08942081703792,51.02149755670455,6,Summer,6,Weekend,22,0,6.1,0
1382,-114.07699,51.15923165,9,Summer,0,Weekday,9,0,5.7,1
771,-114.0778258,51.02165795,10,Summer,1,Weekday,15,0,-5.2,1
795,-113.9699965,51.04516322,9,Summer,4,Weekday,15,0,5.0,1
102,-114.07866483600704,51.04789226711022,8,Summer,6,Weekend,1,0,4.2,1
773,-113.9796209,51.01763714,10,Summer,2,Weekday,15,1,-2.9,1
1456,-114.03010788933122,51.101429172518024,12,Winter,5,Weekday,20,1,-13.6,0
1161,-114.02872762466244,50.97745147378223,12,Winter,4,Weekday,11,1,-3.9,0
718,-114.06193749394258,51.06788541977266,11,Summer,5,Weekday,15,0,11.9,0
566,-114.1176943,51.0961239,9,Summer,2,Weekday,18,0,2.3,1
350,-114.07169293968266,50.97590718011312,8,Summer,2,Weekday,11,0,11.7,1
1231,-114.07698104261075,51.05993745499245,6,Summer,3,Weekday,17,0,-0.9,0
1180,-114.1167685,51.01733938,9,Summer,4,Weekday,16,1,5.7,1
590,-114.16961718934535,51.11001847722081,11,Winter,1,Weekday,18,1,5.5,0
420,-113.9829193,51.05213682,5,Winter,5,Weekday,18,0,2.7,1
1385,-114.04191750702321,50.94618158669346,10,Winter,2,Weekday,8,0,-1.0,0
391,-113.9473403,51.11068937,6,Summer,2,Weekday,19,1,9.1,1
601,-114.19050523646965,51.17197126359658,8,Summer,0,Weekday,13,0,6.7,0
677,-113.9816109,51.03625176,3,Winter,2,Weekday,9,0,-7.8,1
385,-113.96645745103254,51.14633443772722,6,Summer,2,Weekday,17,0,10.5,1
1055,-113.9426859,51.09262806,2,Winter,3,Weekday,19,1,-26.0,1
1205,-114.1034186,50.9415101,8,Summer,2,Weekday,20,1,13.2,1
1359,-114.0704785,51.04480008,10,Summer,0,Weekday,12,0,6.0,1
592,-114.0610715,51.03851912,8,Summer,0,Weekday,5,1,6.4,1
1014,-114.16983387010904,51.04355009007839,11,Winter,3,Weekday,17,1,-0.0,0
353,-114.04872773926718,51.11052546874834,10,Summer,2,Weekday,11,0,16.0,0
251,-114.09556904116329,50.91620968890238,9,Winter,3,Weekday,20,0,-0.2,0
1046,-114.0560571,51.06330666,3,Winter,5,Weekday,20,0,-15.0,1
1234,-114.2304596120673,51.15337190958531,8,Summer,2,Weekday,22,1,0.8,0
1341,-113.98929312326216,50.89341911001576,4,Winter,4,Weekday,21,1,5.1,0
409,-114.06911790179919,50.91541770740312,8,Summer,1,Weekday,13,0,-4.2,0
752,-114.1790848933937,51.021301165601884,4,Winter,2,Weekday,15,0,9.2,0
116,-113.98548026623196,51.08666011016591,7,Summer,4,Weekday,9,1,12.0,1
1434,-114.12318240422209,50.91579107927998,2,Summer,5,Weekday,13,0,3.1,0
843,-113.9668015,51.10859464,6,Summer,6,Weekend,20,1,10.1,1
886,-113.96701168805387,51.08922615878403,10,Summer,1,Weekday,16,0,2.4,0
76,-113.93836492604217,51.008779371443275,3,Summer,6,Weekend,3,1,12.7,0
683,-114.13616242262049,51.17014438997859,10,Summer,3,Weekday,10,0,12.2,0
1217,-114.0714604,51.10721658,7,Summer,4,Weekday,13,1,12.1,1
1378,-114.0603002,51.04925982,9,Summer,3,Weekday,1,1,2.7,1
123,-114.0142874152624,51.07497976953672,5,Winter,6,Weekend,14,0,5.6,0
1256,-113.95129182926671,51.081590441322014,12,Summer,5,Weekday,7,0,-1.5,0
723,-114.1237261,51.03006398,12,Winter,2,Weekday,18,0,-20.7,1
777,-113.9654052,51.11240476,10,Summer,6,Weekend,13,1,-0.2,1
294,-114.10381370001397,51.16261186962081,9,Summer,4,Weekday,23,0,5.9,0
952,-114.1504376402565,51.1475587626382,10,Summer,6,Weekend,12,1,10.6,0
1489,-113.99504023505895,50.942877685308034,12,Winter,2,Weekday,18,0,1.5,0
1051,-113.90363970213592,50.92462697454365,3,Winter,1,Weekday,7,1,-7.5,0
1168,-114.13019068433383,51.02236875810697,8,Summer,3,Weekday,10,0,5.0,0
880,-113.9278821,51.04210027,3,Winter,1,Weekday,17,1,-9.2,1
1210,-113.94738518825254,51.05010357524639,12,Winter,1,Weekday,22,0,-33.2,0
1169,-114.18081171544667,51.151260834653435,1,Winter,5,Weekday,21,0,-2.8,0
254,-113.95652720547557,51.09969782326198,11,Winter,0,Weekday,10,0,-6.7,1
231,-114.15478186118364,51.1047795208294,12,Winter,1,Weekday,14,1,-17.0,1
1325,-114.0923779,50.97958065,11,Winter,3,Weekday,16,0,-3.5,1
1117,-113.9558176,51.05370229,11,Winter,1,Weekday,22,0,0.2,1
1307,-113.98079810845572,51.09595210139795,11,Summer,5,Weekday,8,0,-1.2,0
1150,-114.0489725039894,51.01601183812723,5,Summer,4,Weekday,14,0,14.4,0
140,-114.06934476439444,51.146446027119076,9,Summer,4,Weekday,17,1,7.0,0
45,-114.0725931576768,50.900513732164974,10,Summer,1,Weekday,15,0,8.5,1
11,-113.97724354123106,51.05271973344201,11,Winter,4,Weekday,7,0,0.5,1
1207,-114.048348,51.07861649,7,Summer,5,Weekday,16,0,7.4,1
395,-114.09671670317297,51.06785089468935,2,Winter,3,Weekday,12,0,-7.0,0
258,-114.04302541048253,50.951730879891215,3,Winter,1,Weekday,17,0,-4.6,0
644,-113.9620939,51.16543278,6,Summer,2,Weekday,19,0,10.2,1
993,-114.0695921,50.99764189,10,Summer,5,Weekday,20,0,3.6,1
1130,-114.09394446603038,50.91435335554403,7,Winter,5,Weekday,19,0,-3.4,0
994,-114.14624044601425,51.026966871267646,3,Winter,1,Weekday,9,0,-4.2,0
807,-114.0414687,51.04332878,8,Summer,5,Weekday,22,1,7.7,1
86,-114.15990521740267,51.09368100385988,6,Summer,5,Weekday,23,1,2.3,0
954,-113.96843922342045,51.12190403647092,9,Summer,6,Weekend,9,0,8.1,0
704,-114.0603002,51.04925982,1,Winter,1,Weekday,18,0,-12.6,1
957,-114.23631899687385,51.15406342467689,9,Summer,5,Weekday,20,1,15.2,0
255,-113.97905813449422,50.87973648039311,11,Winter,0,Weekday,10,0,-6.7,1
1084,-113.9589009,51.09145256,1,Winter,2,Weekday,17,0,4.9,1
361,-113.93503185092392,51.05962273870883,8,Summer,2,Weekday,18,0,12.5,1
105,-113.9433494117426,51.03791849137345,8,Summer,3,Weekday,14,0,12.9,1
